provinsi,tahun,upah,daerah,jenis,peng,cluster_kmeans
KEP. RIAU,2020,25032,PERDESAAN,MAKANAN,623234.0,2
KEP. RIAU,2020,25032,PERDESAAN,NONMAKANAN,520509.0,2
KEP. RIAU,2020,25032,PERDESAAN,TOTAL,1143743.0,8
KEP. RIAU,2020,25032,PERKOTAAN,MAKANAN,819974.0,8
KEP. RIAU,2020,25032,PERKOTAAN,NONMAKANAN,1023031.0,8
KEP. RIAU,2020,25032,PERKOTAAN,TOTAL,1843005.0,3
KEP. RIAU,2020,25032,PERDESAANPERKOTAAN,MAKANAN,800424.0,8
KEP. RIAU,2020,25032,PERDESAANPERKOTAAN,NONMAKANAN,973096.0,8
KEP. RIAU,2020,25032,PERDESAANPERKOTAAN,TOTAL,1773521.0,3
KEP. RIAU,2021,25736,PERDESAAN,MAKANAN,645900.0,2
KEP. RIAU,2021,25736,PERDESAAN,NONMAKANAN,518795.0,2
KEP. RIAU,2021,25736,PERDESAAN,TOTAL,1164695.0,8
KEP. RIAU,2021,25736,PERKOTAAN,MAKANAN,842908.0,8
KEP. RIAU,2021,25736,PERKOTAAN,NONMAKANAN,1068082.0,8
KEP. RIAU,2021,25736,PERKOTAAN,TOTAL,1910991.0,3
KEP. RIAU,2021,25736,PERDESAANPERKOTAAN,MAKANAN,828206.0,8
KEP. RIAU,2021,25736,PERDESAANPERKOTAAN,NONMAKANAN,1027089.0,8
KEP. RIAU,2021,25736,PERDESAANPERKOTAAN,TOTAL,1855295.0,3
KEP. RIAU,2022,23528,PERDESAAN,MAKANAN,672520.0,2
KEP. RIAU,2022,23528,PERDESAAN,NONMAKANAN,515616.0,2
KEP. RIAU,2022,23528,PERDESAAN,TOTAL,1188137.0,8
KEP. RIAU,2022,23528,PERKOTAAN,MAKANAN,868121.0,8
KEP. RIAU,2022,23528,PERKOTAAN,NONMAKANAN,1044718.0,8
KEP. RIAU,2022,23528,PERKOTAAN,TOTAL,1912840.0,3
KEP. RIAU,2022,23528,PERDESAANPERKOTAAN,MAKANAN,846221.0,8
KEP. RIAU,2022,23528,PERDESAANPERKOTAAN,NONMAKANAN,985478.0,8
KEP. RIAU,2022,23528,PERDESAANPERKOTAAN,TOTAL,1831700.0,3
DKI JAKARTA,2015,17012,PERDESAAN,MAKANAN,759626.3469551282,4
DKI JAKARTA,2015,17012,PERDESAAN,NONMAKANAN,759626.3469551282,4
DKI JAKARTA,2015,17012,PERDESAAN,TOTAL,759626.3469551282,4
DKI JAKARTA,2015,17012,PERKOTAAN,MAKANAN,615486.0,4
DKI JAKARTA,2015,17012,PERKOTAAN,NONMAKANAN,1157945.0,0
DKI JAKARTA,2015,17012,PERKOTAAN,TOTAL,1773431.0,5
DKI JAKARTA,2015,17012,PERDESAANPERKOTAAN,MAKANAN,615486.0,4
DKI JAKARTA,2015,17012,PERDESAANPERKOTAAN,NONMAKANAN,1157945.0,0
DKI JAKARTA,2015,17012,PERDESAANPERKOTAAN,TOTAL,1773431.0,5
DKI JAKARTA,2016,23181,PERDESAAN,MAKANAN,759626.3469551282,8
DKI JAKARTA,2016,23181,PERDESAAN,NONMAKANAN,759626.3469551282,8
DKI JAKARTA,2016,23181,PERDESAAN,TOTAL,759626.3469551282,8
DKI JAKARTA,2016,23181,PERKOTAAN,MAKANAN,692206.0,2
DKI JAKARTA,2016,23181,PERKOTAAN,NONMAKANAN,1184441.0,8
DKI JAKARTA,2016,23181,PERKOTAAN,TOTAL,1876647.0,3
DKI JAKARTA,2016,23181,PERDESAANPERKOTAAN,MAKANAN,692207.0,2
DKI JAKARTA,2016,23181,PERDESAANPERKOTAAN,NONMAKANAN,1184441.0,8
DKI JAKARTA,2016,23181,PERDESAANPERKOTAAN,TOTAL,1876648.0,3
DKI JAKARTA,2017,23826,PERDESAAN,MAKANAN,759626.3469551282,8
DKI JAKARTA,2017,23826,PERDESAAN,NONMAKANAN,759626.3469551282,8
DKI JAKARTA,2017,23826,PERDESAAN,TOTAL,759626.3469551282,8
DKI JAKARTA,2017,23826,PERKOTAAN,MAKANAN,797828.0,8
DKI JAKARTA,2017,23826,PERKOTAAN,NONMAKANAN,1199617.0,8
DKI JAKARTA,2017,23826,PERKOTAAN,TOTAL,1997446.0,3
DKI JAKARTA,2017,23826,PERDESAANPERKOTAAN,MAKANAN,797828.0,8
DKI JAKARTA,2017,23826,PERDESAANPERKOTAAN,NONMAKANAN,1199617.0,8
DKI JAKARTA,2017,23826,PERDESAANPERKOTAAN,TOTAL,1997446.0,3
DKI JAKARTA,2018,25238,PERDESAAN,MAKANAN,759626.3469551282,8
DKI JAKARTA,2018,25238,PERDESAAN,NONMAKANAN,759626.3469551282,8
DKI JAKARTA,2018,25238,PERDESAAN,TOTAL,759626.3469551282,8
DKI JAKARTA,2018,25238,PERKOTAAN,MAKANAN,847846.0,8
DKI JAKARTA,2018,25238,PERKOTAAN,NONMAKANAN,1191309.0,8
DKI JAKARTA,2018,25238,PERKOTAAN,TOTAL,2039157.0,3
DKI JAKARTA,2018,25238,PERDESAANPERKOTAAN,MAKANAN,847846.0,8
DKI JAKARTA,2018,25238,PERDESAANPERKOTAAN,NONMAKANAN,1191309.0,8
DKI JAKARTA,2018,25238,PERDESAANPERKOTAAN,TOTAL,2039157.0,3
DKI JAKARTA,2019,25236,PERDESAAN,MAKANAN,759626.3469551282,8
DKI JAKARTA,2019,25236,PERDESAAN,NONMAKANAN,759626.3469551282,8
DKI JAKARTA,2019,25236,PERDESAAN,TOTAL,759626.3469551282,8
DKI JAKARTA,2019,25236,PERKOTAAN,MAKANAN,877448.0,8
DKI JAKARTA,2019,25236,PERKOTAAN,NONMAKANAN,1278663.0,8
DKI JAKARTA,2019,25236,PERKOTAAN,TOTAL,2156112.0,3
DKI JAKARTA,2019,25236,PERDESAANPERKOTAAN,MAKANAN,877448.0,8
DKI JAKARTA,2019,25236,PERDESAANPERKOTAAN,NONMAKANAN,1278663.0,8
DKI JAKARTA,2019,25236,PERDESAANPERKOTAAN,TOTAL,2156112.0,3
DKI JAKARTA,2020,28420,PERDESAAN,MAKANAN,759626.3469551282,6
DKI JAKARTA,2020,28420,PERDESAAN,NONMAKANAN,759626.3469551282,6
DKI JAKARTA,2020,28420,PERDESAAN,TOTAL,759626.3469551282,6
DKI JAKARTA,2020,28420,PERKOTAAN,MAKANAN,944687.0,6
DKI JAKARTA,2020,28420,PERKOTAAN,NONMAKANAN,1313304.0,6
DKI JAKARTA,2020,28420,PERKOTAAN,TOTAL,2257991.0,3
DKI JAKARTA,2020,28420,PERDESAANPERKOTAAN,MAKANAN,944687.0,6
DKI JAKARTA,2020,28420,PERDESAANPERKOTAAN,NONMAKANAN,1313304.0,6
DKI JAKARTA,2020,28420,PERDESAANPERKOTAAN,TOTAL,2257991.0,3
DKI JAKARTA,2021,30662,PERDESAAN,MAKANAN,759626.3469551282,6
DKI JAKARTA,2021,30662,PERDESAAN,NONMAKANAN,759626.3469551282,6
DKI JAKARTA,2021,30662,PERDESAAN,TOTAL,759626.3469551282,6
DKI JAKARTA,2021,30662,PERKOTAAN,MAKANAN,923932.0,6
DKI JAKARTA,2021,30662,PERKOTAAN,NONMAKANAN,1412496.0,6
DKI JAKARTA,2021,30662,PERKOTAAN,TOTAL,2336429.0,3
DKI JAKARTA,2021,30662,PERDESAANPERKOTAAN,MAKANAN,923932.0,6
DKI JAKARTA,2021,30662,PERDESAANPERKOTAAN,NONMAKANAN,1412496.0,6
DKI JAKARTA,2021,30662,PERDESAANPERKOTAAN,TOTAL,2336429.0,3
DKI JAKARTA,2022,32685,PERDESAAN,MAKANAN,759626.3469551282,6
DKI JAKARTA,2022,32685,PERDESAAN,NONMAKANAN,759626.3469551282,6
DKI JAKARTA,2022,32685,PERDESAAN,TOTAL,759626.3469551282,6
DKI JAKARTA,2022,32685,PERKOTAAN,MAKANAN,953320.0,6
DKI JAKARTA,2022,32685,PERKOTAAN,NONMAKANAN,1572026.0,3
DKI JAKARTA,2022,32685,PERKOTAAN,TOTAL,2525347.0,3
DKI JAKARTA,2022,32685,PERDESAANPERKOTAAN,MAKANAN,953320.0,6
DKI JAKARTA,2022,32685,PERDESAANPERKOTAAN,NONMAKANAN,1572026.0,3
DKI JAKARTA,2022,32685,PERDESAANPERKOTAAN,TOTAL,2525347.0,3
JAWA BARAT,2015,11247,PERDESAAN,MAKANAN,378794.0,1
JAWA BARAT,2015,11247,PERDESAAN,NONMAKANAN,274900.0,1
JAWA BARAT,2015,11247,PERDESAAN,TOTAL,653694.0,9
JAWA BARAT,2015,11247,PERKOTAAN,MAKANAN,448748.0,1
JAWA BARAT,2015,11247,PERKOTAAN,NONMAKANAN,566242.0,1
JAWA BARAT,2015,11247,PERKOTAAN,TOTAL,1014991.0,9
JAWA BARAT,2015,11247,PERDESAANPERKOTAAN,MAKANAN,425883.0,1
JAWA BARAT,2015,11247,PERDESAANPERKOTAAN,NONMAKANAN,471012.0,1
JAWA BARAT,2015,11247,PERDESAANPERKOTAAN,TOTAL,896895.0,9
JAWA BARAT,2016,14791,PERDESAAN,MAKANAN,395806.0,7
JAWA BARAT,2016,14791,PERDESAAN,NONMAKANAN,298301.0,7
JAWA BARAT,2016,14791,PERDESAAN,TOTAL,694106.0,7
JAWA BARAT,2016,14791,PERKOTAAN,MAKANAN,514628.0,7
JAWA BARAT,2016,14791,PERKOTAAN,NONMAKANAN,599330.0,7
JAWA BARAT,2016,14791,PERKOTAAN,TOTAL,1113959.0,0
JAWA BARAT,2016,14791,PERDESAANPERKOTAAN,MAKANAN,477814.0,7
JAWA BARAT,2016,14791,PERDESAANPERKOTAAN,NONMAKANAN,506063.0,7
JAWA BARAT,2016,14791,PERDESAANPERKOTAAN,TOTAL,983877.0,0
JAWA BARAT,2017,16202,PERDESAAN,MAKANAN,484115.0,7
JAWA BARAT,2017,16202,PERDESAAN,NONMAKANAN,322523.0,7
JAWA BARAT,2017,16202,PERDESAAN,TOTAL,806638.0,4
JAWA BARAT,2017,16202,PERKOTAAN,MAKANAN,593467.0,7
JAWA BARAT,2017,16202,PERKOTAAN,NONMAKANAN,625683.0,7
JAWA BARAT,2017,16202,PERKOTAAN,TOTAL,1219151.0,0
JAWA BARAT,2017,16202,PERDESAANPERKOTAAN,MAKANAN,562766.0,7
JAWA BARAT,2017,16202,PERDESAANPERKOTAAN,NONMAKANAN,540570.0,7
JAWA BARAT,2017,16202,PERDESAANPERKOTAAN,TOTAL,1103337.0,0
JAWA BARAT,2018,16843,PERDESAAN,MAKANAN,529194.0,7
JAWA BARAT,2018,16843,PERDESAAN,NONMAKANAN,357131.0,7
JAWA BARAT,2018,16843,PERDESAAN,TOTAL,886325.0,4
JAWA BARAT,2018,16843,PERKOTAAN,MAKANAN,626039.0,4
JAWA BARAT,2018,16843,PERKOTAAN,NONMAKANAN,707932.0,4
JAWA BARAT,2018,16843,PERKOTAAN,TOTAL,1333971.0,5
JAWA BARAT,2018,16843,PERDESAANPERKOTAAN,MAKANAN,600966.0,4
JAWA BARAT,2018,16843,PERDESAANPERKOTAAN,NONMAKANAN,617111.0,4
JAWA BARAT,2018,16843,PERDESAANPERKOTAAN,TOTAL,1218079.0,0
JAWA BARAT,2019,17365,PERDESAAN,MAKANAN,533831.0,7
JAWA BARAT,2019,17365,PERDESAAN,NONMAKANAN,380464.0,7
JAWA BARAT,2019,17365,PERDESAAN,TOTAL,914296.0,4
JAWA BARAT,2019,17365,PERKOTAAN,MAKANAN,659200.0,4
JAWA BARAT,2019,17365,PERKOTAAN,NONMAKANAN,715976.0,4
JAWA BARAT,2019,17365,PERKOTAAN,TOTAL,1375176.0,5
JAWA BARAT,2019,17365,PERDESAANPERKOTAAN,MAKANAN,629740.0,4
JAWA BARAT,2019,17365,PERDESAANPERKOTAAN,NONMAKANAN,637135.0,4
JAWA BARAT,2019,17365,PERDESAANPERKOTAAN,TOTAL,1266876.0,5
JAWA BARAT,2020,19078,PERDESAAN,MAKANAN,568464.0,4
JAWA BARAT,2020,19078,PERDESAAN,NONMAKANAN,409189.0,2
JAWA BARAT,2020,19078,PERDESAAN,TOTAL,977654.0,4
JAWA BARAT,2020,19078,PERKOTAAN,MAKANAN,682461.0,4
JAWA BARAT,2020,19078,PERKOTAAN,NONMAKANAN,748323.0,4
JAWA BARAT,2020,19078,PERKOTAAN,TOTAL,1430785.0,5
JAWA BARAT,2020,19078,PERDESAANPERKOTAAN,MAKANAN,655838.0,4
JAWA BARAT,2020,19078,PERDESAANPERKOTAAN,NONMAKANAN,669121.0,4
JAWA BARAT,2020,19078,PERDESAANPERKOTAAN,TOTAL,1324959.0,5
JAWA BARAT,2021,19716,PERDESAAN,MAKANAN,602593.0,2
JAWA BARAT,2021,19716,PERDESAAN,NONMAKANAN,406828.0,2
JAWA BARAT,2021,19716,PERDESAAN,TOTAL,1009421.0,8
JAWA BARAT,2021,19716,PERKOTAAN,MAKANAN,698336.0,4
JAWA BARAT,2021,19716,PERKOTAAN,NONMAKANAN,776090.0,4
JAWA BARAT,2021,19716,PERKOTAAN,TOTAL,1474426.0,5
JAWA BARAT,2021,19716,PERDESAANPERKOTAAN,MAKANAN,677382.0,4
JAWA BARAT,2021,19716,PERDESAANPERKOTAAN,NONMAKANAN,695276.0,4
JAWA BARAT,2021,19716,PERDESAANPERKOTAAN,TOTAL,1372659.0,5
JAWA BARAT,2022,19038,PERDESAAN,MAKANAN,630058.0,4
JAWA BARAT,2022,19038,PERDESAAN,NONMAKANAN,426145.0,2
JAWA BARAT,2022,19038,PERDESAAN,TOTAL,1056204.0,0
JAWA BARAT,2022,19038,PERKOTAAN,MAKANAN,729521.0,4
JAWA BARAT,2022,19038,PERKOTAAN,NONMAKANAN,810707.0,4
JAWA BARAT,2022,19038,PERKOTAAN,TOTAL,1540228.0,5
JAWA BARAT,2022,19038,PERDESAANPERKOTAAN,MAKANAN,708389.0,4
JAWA BARAT,2022,19038,PERDESAANPERKOTAAN,NONMAKANAN,729004.0,4
JAWA BARAT,2022,19038,PERDESAANPERKOTAAN,TOTAL,1437394.0,5
JAWA TENGAH,2015,8525,PERDESAAN,MAKANAN,313724.0,1
JAWA TENGAH,2015,8525,PERDESAAN,NONMAKANAN,277509.0,1
JAWA TENGAH,2015,8525,PERDESAAN,TOTAL,591233.0,1
JAWA TENGAH,2015,8525,PERKOTAAN,MAKANAN,350517.0,1
JAWA TENGAH,2015,8525,PERKOTAAN,NONMAKANAN,468198.0,1
JAWA TENGAH,2015,8525,PERKOTAAN,TOTAL,818715.0,9
JAWA TENGAH,2015,8525,PERDESAANPERKOTAAN,MAKANAN,330646.0,1
JAWA TENGAH,2015,8525,PERDESAANPERKOTAAN,NONMAKANAN,365211.0,1
JAWA TENGAH,2015,8525,PERDESAANPERKOTAAN,TOTAL,695856.0,9
JAWA TENGAH,2016,9965,PERDESAAN,MAKANAN,337788.0,1
JAWA TENGAH,2016,9965,PERDESAAN,NONMAKANAN,297503.0,1
JAWA TENGAH,2016,9965,PERDESAAN,TOTAL,635292.0,1
JAWA TENGAH,2016,9965,PERKOTAAN,MAKANAN,409810.0,1
JAWA TENGAH,2016,9965,PERKOTAAN,NONMAKANAN,484096.0,1
JAWA TENGAH,2016,9965,PERKOTAAN,TOTAL,893906.0,9
JAWA TENGAH,2016,9965,PERDESAANPERKOTAAN,MAKANAN,371605.0,1
JAWA TENGAH,2016,9965,PERDESAANPERKOTAAN,NONMAKANAN,385115.0,1
JAWA TENGAH,2016,9965,PERDESAANPERKOTAAN,TOTAL,756720.0,9
JAWA TENGAH,2017,10569,PERDESAAN,MAKANAN,399848.0,1
JAWA TENGAH,2017,10569,PERDESAAN,NONMAKANAN,320185.0,1
JAWA TENGAH,2017,10569,PERDESAAN,TOTAL,720033.0,9
JAWA TENGAH,2017,10569,PERKOTAAN,MAKANAN,443810.0,1
JAWA TENGAH,2017,10569,PERKOTAAN,NONMAKANAN,493715.0,1
JAWA TENGAH,2017,10569,PERKOTAAN,TOTAL,937525.0,9
JAWA TENGAH,2017,10569,PERDESAANPERKOTAAN,MAKANAN,421514.0,1
JAWA TENGAH,2017,10569,PERDESAANPERKOTAAN,NONMAKANAN,405708.0,1
JAWA TENGAH,2017,10569,PERDESAANPERKOTAAN,TOTAL,827223.0,9
JAWA TENGAH,2018,11417,PERDESAAN,MAKANAN,429085.0,1
JAWA TENGAH,2018,11417,PERDESAAN,NONMAKANAN,381834.0,1
JAWA TENGAH,2018,11417,PERDESAAN,TOTAL,810919.0,9
JAWA TENGAH,2018,11417,PERKOTAAN,MAKANAN,491151.0,1
JAWA TENGAH,2018,11417,PERKOTAAN,NONMAKANAN,568887.0,1
JAWA TENGAH,2018,11417,PERKOTAAN,TOTAL,1060038.0,9
JAWA TENGAH,2018,11417,PERDESAANPERKOTAAN,MAKANAN,460891.0,1
JAWA TENGAH,2018,11417,PERDESAANPERKOTAAN,NONMAKANAN,477690.0,1
JAWA TENGAH,2018,11417,PERDESAANPERKOTAAN,TOTAL,938581.0,9
JAWA TENGAH,2019,11828,PERDESAAN,MAKANAN,436512.0,1
JAWA TENGAH,2019,11828,PERDESAAN,NONMAKANAN,388547.0,1
JAWA TENGAH,2019,11828,PERDESAAN,TOTAL,825060.0,9
JAWA TENGAH,2019,11828,PERKOTAAN,MAKANAN,500720.0,1
JAWA TENGAH,2019,11828,PERKOTAAN,NONMAKANAN,580605.0,1
JAWA TENGAH,2019,11828,PERKOTAAN,TOTAL,1081326.0,9
JAWA TENGAH,2019,11828,PERDESAANPERKOTAAN,MAKANAN,469421.0,1
JAWA TENGAH,2019,11828,PERDESAANPERKOTAAN,NONMAKANAN,486982.0,1
JAWA TENGAH,2019,11828,PERDESAANPERKOTAAN,TOTAL,956403.0,9
JAWA TENGAH,2020,12707,PERDESAAN,MAKANAN,456030.0,1
JAWA TENGAH,2020,12707,PERDESAAN,NONMAKANAN,420783.0,1
JAWA TENGAH,2020,12707,PERDESAAN,TOTAL,876814.0,9
JAWA TENGAH,2020,12707,PERKOTAAN,MAKANAN,534296.0,1
JAWA TENGAH,2020,12707,PERKOTAAN,NONMAKANAN,618738.0,1
JAWA TENGAH,2020,12707,PERKOTAAN,TOTAL,1153035.0,0
JAWA TENGAH,2020,12707,PERDESAANPERKOTAAN,MAKANAN,496173.0,1
JAWA TENGAH,2020,12707,PERDESAANPERKOTAAN,NONMAKANAN,522314.0,1
JAWA TENGAH,2020,12707,PERDESAANPERKOTAAN,TOTAL,1018487.0,9
JAWA TENGAH,2021,13072,PERDESAAN,MAKANAN,479366.0,1
JAWA TENGAH,2021,13072,PERDESAAN,NONMAKANAN,422937.0,1
JAWA TENGAH,2021,13072,PERDESAAN,TOTAL,902303.0,9
JAWA TENGAH,2021,13072,PERKOTAAN,MAKANAN,556031.0,1
JAWA TENGAH,2021,13072,PERKOTAAN,NONMAKANAN,629212.0,9
JAWA TENGAH,2021,13072,PERKOTAAN,TOTAL,1185244.0,0
JAWA TENGAH,2021,13072,PERDESAANPERKOTAAN,MAKANAN,519009.0,1
JAWA TENGAH,2021,13072,PERDESAANPERKOTAAN,NONMAKANAN,529599.0,1
JAWA TENGAH,2021,13072,PERDESAANPERKOTAAN,TOTAL,1048609.0,0
JAWA TENGAH,2022,12604,PERDESAAN,MAKANAN,532973.0,1
JAWA TENGAH,2022,12604,PERDESAAN,NONMAKANAN,433964.0,1
JAWA TENGAH,2022,12604,PERDESAAN,TOTAL,966937.0,9
JAWA TENGAH,2022,12604,PERKOTAAN,MAKANAN,609145.0,1
JAWA TENGAH,2022,12604,PERKOTAAN,NONMAKANAN,653908.0,9
JAWA TENGAH,2022,12604,PERKOTAAN,TOTAL,1263053.0,0
JAWA TENGAH,2022,12604,PERDESAANPERKOTAAN,MAKANAN,572808.0,1
JAWA TENGAH,2022,12604,PERDESAANPERKOTAAN,NONMAKANAN,548985.0,1
JAWA TENGAH,2022,12604,PERDESAANPERKOTAAN,TOTAL,1121793.0,0
DI YOGYAKARTA,2015,10440,PERDESAAN,MAKANAN,325188.0,1
DI YOGYAKARTA,2015,10440,PERDESAAN,NONMAKANAN,297594.0,1
DI YOGYAKARTA,2015,10440,PERDESAAN,TOTAL,622782.0,1
DI YOGYAKARTA,2015,10440,PERKOTAAN,MAKANAN,385061.0,1
DI YOGYAKARTA,2015,10440,PERKOTAAN,NONMAKANAN,697510.0,9
DI YOGYAKARTA,2015,10440,PERKOTAAN,TOTAL,1082571.0,9
DI YOGYAKARTA,2015,10440,PERDESAANPERKOTAAN,MAKANAN,365012.0,1
DI YOGYAKARTA,2015,10440,PERDESAANPERKOTAAN,NONMAKANAN,563591.0,1
DI YOGYAKARTA,2015,10440,PERDESAANPERKOTAAN,TOTAL,928602.0,9
DI YOGYAKARTA,2016,12070,PERDESAAN,MAKANAN,364117.0,1
DI YOGYAKARTA,2016,12070,PERDESAAN,NONMAKANAN,362964.0,1
DI YOGYAKARTA,2016,12070,PERDESAAN,TOTAL,727081.0,9
DI YOGYAKARTA,2016,12070,PERKOTAAN,MAKANAN,466841.0,1
DI YOGYAKARTA,2016,12070,PERKOTAAN,NONMAKANAN,765698.0,9
DI YOGYAKARTA,2016,12070,PERKOTAAN,TOTAL,1232540.0,0
DI YOGYAKARTA,2016,12070,PERDESAANPERKOTAAN,MAKANAN,434004.0,1
DI YOGYAKARTA,2016,12070,PERDESAANPERKOTAAN,NONMAKANAN,636958.0,1
DI YOGYAKARTA,2016,12070,PERDESAANPERKOTAAN,TOTAL,1070962.0,9
DI YOGYAKARTA,2017,12281,PERDESAAN,MAKANAN,410231.0,1
DI YOGYAKARTA,2017,12281,PERDESAAN,NONMAKANAN,346740.0,1
DI YOGYAKARTA,2017,12281,PERDESAAN,TOTAL,756972.0,9
DI YOGYAKARTA,2017,12281,PERKOTAAN,MAKANAN,524042.0,1
DI YOGYAKARTA,2017,12281,PERKOTAAN,NONMAKANAN,777961.0,9
DI YOGYAKARTA,2017,12281,PERKOTAAN,TOTAL,1302004.0,0
DI YOGYAKARTA,2017,12281,PERDESAANPERKOTAAN,MAKANAN,490248.0,1
DI YOGYAKARTA,2017,12281,PERDESAANPERKOTAAN,NONMAKANAN,649917.0,9
DI YOGYAKARTA,2017,12281,PERDESAANPERKOTAAN,TOTAL,1140166.0,0
DI YOGYAKARTA,2018,12554,PERDESAAN,MAKANAN,418677.0,1
DI YOGYAKARTA,2018,12554,PERDESAAN,NONMAKANAN,421355.0,1
DI YOGYAKARTA,2018,12554,PERDESAAN,TOTAL,840033.0,9
DI YOGYAKARTA,2018,12554,PERKOTAAN,MAKANAN,569840.0,1
DI YOGYAKARTA,2018,12554,PERKOTAAN,NONMAKANAN,904012.0,9
DI YOGYAKARTA,2018,12554,PERKOTAAN,TOTAL,1473853.0,0
DI YOGYAKARTA,2018,12554,PERDESAANPERKOTAAN,MAKANAN,529012.0,1
DI YOGYAKARTA,2018,12554,PERDESAANPERKOTAAN,NONMAKANAN,773648.0,9
DI YOGYAKARTA,2018,12554,PERDESAANPERKOTAAN,TOTAL,1302661.0,0
DI YOGYAKARTA,2019,13275,PERDESAAN,MAKANAN,436763.0,1
DI YOGYAKARTA,2019,13275,PERDESAAN,NONMAKANAN,419189.0,1
DI YOGYAKARTA,2019,13275,PERDESAAN,TOTAL,855952.0,9
DI YOGYAKARTA,2019,13275,PERKOTAAN,MAKANAN,587032.0,1
DI YOGYAKARTA,2019,13275,PERKOTAAN,NONMAKANAN,931711.0,9
DI YOGYAKARTA,2019,13275,PERKOTAAN,TOTAL,1518743.0,0
DI YOGYAKARTA,2019,13275,PERDESAANPERKOTAAN,MAKANAN,546444.0,1
DI YOGYAKARTA,2019,13275,PERDESAANPERKOTAAN,NONMAKANAN,793280.0,9
DI YOGYAKARTA,2019,13275,PERDESAANPERKOTAAN,TOTAL,1339725.0,0
DI YOGYAKARTA,2020,15771,PERDESAAN,MAKANAN,444286.0,7
DI YOGYAKARTA,2020,15771,PERDESAAN,NONMAKANAN,441772.0,7
DI YOGYAKARTA,2020,15771,PERDESAAN,TOTAL,886059.0,4
DI YOGYAKARTA,2020,15771,PERKOTAAN,MAKANAN,629172.0,7
DI YOGYAKARTA,2020,15771,PERKOTAAN,NONMAKANAN,977178.0,0
DI YOGYAKARTA,2020,15771,PERKOTAAN,TOTAL,1606350.0,5
DI YOGYAKARTA,2020,15771,PERDESAANPERKOTAAN,MAKANAN,579279.0,7
DI YOGYAKARTA,2020,15771,PERDESAANPERKOTAAN,NONMAKANAN,832692.0,4
DI YOGYAKARTA,2020,15771,PERDESAANPERKOTAAN,TOTAL,1411971.0,5
DI YOGYAKARTA,2021,15098,PERDESAAN,MAKANAN,468581.0,7
DI YOGYAKARTA,2021,15098,PERDESAAN,NONMAKANAN,436839.0,7
DI YOGYAKARTA,2021,15098,PERDESAAN,TOTAL,905420.0,9
DI YOGYAKARTA,2021,15098,PERKOTAAN,MAKANAN,638605.0,7
DI YOGYAKARTA,2021,15098,PERKOTAAN,NONMAKANAN,958089.0,0
DI YOGYAKARTA,2021,15098,PERKOTAAN,TOTAL,1596694.0,5
DI YOGYAKARTA,2021,15098,PERDESAANPERKOTAAN,MAKANAN,594622.0,7
DI YOGYAKARTA,2021,15098,PERDESAANPERKOTAAN,NONMAKANAN,823248.0,9
DI YOGYAKARTA,2021,15098,PERDESAANPERKOTAAN,TOTAL,1417870.0,5
DI YOGYAKARTA,2022,14916,PERDESAAN,MAKANAN,489285.0,7
DI YOGYAKARTA,2022,14916,PERDESAAN,NONMAKANAN,461469.0,7
DI YOGYAKARTA,2022,14916,PERDESAAN,TOTAL,950754.0,0
DI YOGYAKARTA,2022,14916,PERKOTAAN,MAKANAN,676491.0,7
DI YOGYAKARTA,2022,14916,PERKOTAAN,NONMAKANAN,984701.0,0
DI YOGYAKARTA,2022,14916,PERKOTAAN,TOTAL,1661192.0,5
DI YOGYAKARTA,2022,14916,PERDESAANPERKOTAAN,MAKANAN,628844.0,7
DI YOGYAKARTA,2022,14916,PERDESAANPERKOTAAN,NONMAKANAN,851529.0,9
DI YOGYAKARTA,2022,14916,PERDESAANPERKOTAAN,TOTAL,1480374.0,5
JAWA TIMUR,2015,9214,PERDESAAN,MAKANAN,338325.0,1
JAWA TIMUR,2015,9214,PERDESAAN,NONMAKANAN,306017.0,1
JAWA TIMUR,2015,9214,PERDESAAN,TOTAL,644341.0,1
JAWA TIMUR,2015,9214,PERKOTAAN,MAKANAN,427218.0,1
JAWA TIMUR,2015,9214,PERKOTAAN,NONMAKANAN,604896.0,1
JAWA TIMUR,2015,9214,PERKOTAAN,TOTAL,1032114.0,9
JAWA TIMUR,2015,9214,PERDESAANPERKOTAAN,MAKANAN,380993.0,1
JAWA TIMUR,2015,9214,PERDESAANPERKOTAAN,NONMAKANAN,449479.0,1
JAWA TIMUR,2015,9214,PERDESAANPERKOTAAN,TOTAL,830472.0,9
JAWA TIMUR,2016,11226,PERDESAAN,MAKANAN,369547.0,1
JAWA TIMUR,2016,11226,PERDESAAN,NONMAKANAN,304534.0,1
JAWA TIMUR,2016,11226,PERDESAAN,TOTAL,674082.0,9
JAWA TIMUR,2016,11226,PERKOTAAN,MAKANAN,487167.0,1
JAWA TIMUR,2016,11226,PERKOTAAN,NONMAKANAN,587522.0,1
JAWA TIMUR,2016,11226,PERKOTAAN,TOTAL,1074690.0,9
JAWA TIMUR,2016,11226,PERDESAANPERKOTAAN,MAKANAN,427191.0,1
JAWA TIMUR,2016,11226,PERDESAANPERKOTAAN,NONMAKANAN,443221.0,1
JAWA TIMUR,2016,11226,PERDESAANPERKOTAAN,TOTAL,870412.0,9
JAWA TIMUR,2017,11883,PERDESAAN,MAKANAN,419399.0,1
JAWA TIMUR,2017,11883,PERDESAAN,NONMAKANAN,304398.0,1
